species_guid,record_guid,scientific_name,host_range,potential_eco_desc,description,management_info,remark,reference_id,reference_name,page,author,created_time,editor,update_time,id
47509259-d868-48e4-9129-4a6975ec2b44,8dfe133f-bac4-4628-a09d-5dd44c99c8f0,Boeremia exigua,,,,"Control can be achieved by burning down the haulms using chemical desiccants as soon as possible, and then harvesting the tubers as soon as practicable and before soil temperatures become cold. Some desiccants may increase gangrene. Physical damage to tubers should be minimized. Fumigation with sec-butylamine 1-3 weeks after lifting can control gangrene, as can dipping in organomercury solutions or spray application of thiabendazole or a mixture of thiabendazole and a salt of sec-butylamine. Stem cuttings are initially free of P. foveata, but annual fungicide treatment is necessary thereafter. (From Smith et al., 1988.)",,7000,CPC2006,,CPC2006,2008-07-10 16:38:00.000,,,
47509259-d868-48e4-9129-4a6975ec2b44,288407f6-6757-4c41-b8e7-87be026908c7,Boeremia exigua,,,,No particular control methods have been described for this variety.,,7000,CPC2006,,CPC2006,2008-07-10 16:38:00.000,,,
47509259-d868-48e4-9129-4a6975ec2b44,f6156fb8-9eef-4fb7-97df-eaa3be067003,Boeremia exigua,,,,"This disease is seedborne, and as such, the primary means of control should be the production of disease-free seed. Maddens (1987) described a number of suitable seed treatments. In the later stages of the disease, control is more difficult. Muskett and Colhoun (1947) indicated a measure of disease resistance between cultivars and advised the use of rotation to reduce inoculum levels in the field. In linseed cultivars, Mercer and Jeffs (1988) demonstrated increased susceptibility in the cultivar Atalante compared with cultivars Antares or Lidgate. Ondrej (1983) did not observe any significant resistance to P. exigua var. linicola in fibre-flax cultivars.",,7000,CPC2006,,CPC2006,2008-07-10 16:38:00.000,,,
47509259-d868-48e4-9129-4a6975ec2b44,31393a05-4f79-4f8c-987e-0507df44c6a9,Boeremia exigua,,一般对产量影响不大，严重侵染种子可减产20％，燕使植株、块茎变小。实验接种种子，产量可降低60％以上。,,,,448,Quarantine Pests for Europe,,,2006-07-19 11:18:00.000,,,
47509259-d868-48e4-9129-4a6975ec2b44,e3a0cb04-57bb-42c8-bfc9-37609c748081,Boeremia exigua,,危害寄主植物的叶片。,,,,239,Insects and Mites of Western North America,,,2006-07-19 11:18:00.000,,,
2e5f9bac-1209-43ec-bfed-4ee471b7a25b,653c574a-096c-4cb5-8eb8-059a84716667,Paracoccus interceptus,截获秀粉蚧可以攻击整株寄主植物，危害多种经济作物、景观植物等。截获秀粉蚧寄主范围十分广泛，已知寄主有18个科，包括漆树科(Anacardiaceae)、番荔枝科(Annonaceae)、萝摩科(Asclepiadaceae)、木棉科(Bombacaceae)、藤黄科(Clusiaceae)、豆科(Fabaceae)、马钱科(Loganiaceae)、楝科(Meliaceae)、野牡丹科(Melsatomataceae)、桑科(Moraceae)、桃金娘科(Myrtaceae)、兰科(()rchidaceae)、胡椒科(Piperaceae)、禾本科(Poaceae)、茜草科(Rubiaceae)、芸香科(Rutaceae)、无患子科(Sapindaceae)、姜科(Zingiberaceae)等。其中，经济作物包括荔枝(Litchi chinensis)、龙眼(Dimocarpus longan)、山竹(Garcinia mangostana)、番石榴(Psidium guajava)、龙贡(Lansium domesticum)、红毛丹(Nephelium lappaceum)、石斛(Dendrobium sp．)、西班牙青柠(Melicoccus bijugatus)、来檬(Citrws aurantifolia)、芒果(Mangifera indica)。,该虫可危害整株果树和林木植物，导致寄主营养不良，生长缓慢，影响果实感观和品质，甚至失去商用价值。在非洲贝宁，调查发现该虫取食危害芒果的枝、叶，特别是果实和果柄。,截获秀粉蚧(Paracoccus interceptus Lit)是一种重要的水果及林木害虫，寄主范围十分广泛．在东南亚地区分布较广，已入侵古热带区，中国大陆目前无分布报道。  根据国内外口岸检疫截获记录分析发现该虫易随水果、苗木等传播扩散，我国南方地区也属于东洋区，环境、寄主相似，传入风险较高。,,东盟国家盛产榴莲、山竹、火龙果等各种优质热带水果，我国每年从泰国、越南等国进口水果量不断增加。但这些进口水果入境前往往未作检疫除害处理或处理效果不佳，携带有害生物传播入境的风险很高。根据国内外口岸检疫截获记录分析发现该虫易随水果、苗木等传播扩散，我国南方地区也属于东洋区，环境、寄主相似，传入风险较高，应引起有关部门的高度重视．加强口岸一线现场检疫，同时开展系统风险分析研究和检疫除害处理研究，特别是对进境东盟的水果、苗木应特别加强现场检疫和后续监管，切实有效防止该类有害生物入侵。,162249,从进口泰国榴莲上截获重要害虫截获秀粉蚧,,cpqis.zhangli,2016-11-18 09:03:58.000,i:0#.f|sql-membershipprovider|cpqis.zhangli,2016-11-18 11:46:12.000,
59df1e12-e6f5-4ac6-a48d-e8a13c8171c2,afccc5c8-1a3d-48b5-ad4c-0e7ee20a7c6b,Cadophora malorum,,"Disease incidence was estimated between 15 and 30% depending on the field, and yield from infected plants was near zero.","Since 2014, an increase of sunflower (Helianthus annuus L.) crop wilt diseases has been observed in Russia. Plants with symptoms of wilting, leaf yellowing, and necrosis were observed in two commercial fields and one demonstrative field trial in the Orenburg region in August 2016, and in one commercial field in the Saratov region in August 2015. Disease incidence was estimated between 15 and 30% depending on the field, and yield from infected plants was near zero. Symptomatic plants per location were collected for observation and pathogen isolation. Based on morphological characterization and molecular diagnostics, the pathogen was identified as molecular diagnostics. To our knowledge, this is the first report of C. malorum causing wilting, yellowing, and leaf necrosis in sunflower in Russia.",,,168196,"Cadophora malorum: A New Pathogen of Sunflower Causing Wilting, Yellowing, and Leaf Necrosis in Russia",823,cpqis.wangnaiyang,2020-01-13 14:56:49.000,,,
59df1e12-e6f5-4ac6-a48d-e8a13c8171c2,6dd667dd-4dc2-46a2-8279-fc4c0c92c182,Cadophora malorum,"This is the first report of Cadophora malorum associated with cordon dieback in kiwi plants in Chile. Previously, C. malorum, C. luteo-olivacea, and C. melinii have been reported causing wood canker in kiwi plants.",,"Cordon dieback of kiwi plants has increased considerably during the last decade in Chile. An incidence of 25 to 75% of plants showing dieback symptoms was estimated (175 to 320 plants were observed per orchard) during a survey in seven commercial cv. Hayward orchards (>7 years old), located between Rancagua (34°00′ S) and Linares (35°48′ S), in 2013 and 2014. Symptomatic cordons (n = 82) were collected and identified. Based on biological detection, molecular diagnostics and the pathogenicity test showed that the causal agent was Cadophora malorum. To our knowledge, this is the first report of C. malorum associated with cordon dieback in kiwi plants in Chile. Previously, C. malorum, C. luteo-olivacea, and C. melinii have been reported causing wood canker in kiwi plants.",,,164901,First Report of Cadophora malorum Associated With Cordon Dieback in Kiwi Plants in Chile,1776,cpqis.wangnaiyang,2018-05-02 14:01:18.000,,,
59df1e12-e6f5-4ac6-a48d-e8a13c8171c2,13e8cb7f-659e-45ed-a0d6-36c716be62f8,Cadophora malorum,芦笋Asparagus officinalis，西洋梨Pyrus communis，苹果Malus pumila。,,经病残体、土壤传播，随水果、包装物的运输远距离传播。,,,159052,中国进境植物检疫性有害生物(菌物卷),244-246,cpqis.zhangxiling,2014-08-01 10:40:52.000,,,
8f395f94-1de3-41c3-bc7d-ed1785c816eb,52fb86a1-d299-43db-b061-1061f9227df0,Cadophora gregata,大豆 Glycine max,"Brown stem rot can have a significant impact on soybean yield, potentially resulting in 25% loss. This confirmation of brown stem rot in New York indicates that soybean growers in this state should consider planting varieties with resistance to this disease in areas where it has been identified.","Brown stem rot of soybean (Glycine max), incited by Cadophora gregata is an economically important disease commonly found throughout the north-central region of the United States and Canada. This disease can be a major contributor to yield loss in years with conducive weather conditions. In late August 2013, soybean plants were submitted from Herkimer County, NY, for diagnosis to determine the cause of interveinal chlorosis of the foliage. When the stems were split, the diseased plants exhibited dark brown discoloration of the pith and vascular system, especially at the nodes, which is typical of brown stem rot. The fungus was isolated from the diseased soybean and confirmed to be Cadophora gregata based on morphological characteristics and ITS sequence analysis. To our knowledge, brown stem rot has not been reported previously on soybean in New York. Brown stem rot was confirmed in four additional counties, Cayuga, Montgomery, Niagara, and Yates, in 2014, suggesting that it may be widespread in New York.",,,161655,First Report of Brown Stem Rot Caused by Cadophora gregata in Soybean in New York,1284,cpqis.wangnaiyang,2016-07-15 14:00:26.000,,,
8f395f94-1de3-41c3-bc7d-ed1785c816eb,c6df5049-f8e2-48cc-a408-4b014d86bcc5,Cadophora gregata,大豆 Glycine max,,"During late September 2010, soybean (Glycine max L.) plants exhibiting interveinal leaf necrosis and internal stem browning were received from Brookings (44°17.915′ N, 096°55.393′ W), Aurora (43°41.540′ N, 098°34.195′ W), and Hand (44°29.407′ N, 099°00.464′ W) counties for diagnosis. The strains were identified as Phialophora gregata by biological detection and pathogenicity test. Brown stem rot is favored by cool weather conditions and widespread across the northern tier of the U.S. soybean producing states. In South Dakota, although P. gregata was previously detected in soybean fields, the causal agent was never confirmed. To the best of our knowledge, this is the first definitive report of P. gregata causing brown stem rot on soybeans in South Dakota.",,,161569,First Report of Brown Stem Rot of Soybean (Glycine max) Caused by Phialophora gregata in South Dakota,1176,cpqis.wangnaiyang,2016-07-06 13:34:24.000,,,
8f395f94-1de3-41c3-bc7d-ed1785c816eb,1889473e-e2b9-47ad-950b-575978462cb5,Cadophora gregata,大豆Glycine max，赤豆Vigna angularis。,在美国曾因此病使大豆产量损失达30%。,随病残体、土壤传播。,严格检疫；长时期的轮作；抗性育种。,,159052,中国进境植物检疫性有害生物(菌物卷),242-243,cpqis.zhangxiling,2014-08-01 09:44:13.000,,,
8f395f94-1de3-41c3-bc7d-ed1785c816eb,b62ecd4a-1421-4cbd-8402-89200b469398,Cadophora gregata,,"In the USA, yield reductions of soyabeans of 13-30% have been recorded. This reduction may be due to a reduction in the number and size of seeds and, where present, lodging of the crop which results in harvesting difficulties. The extent of yield loss was affected by the severity of stem rot, which in turn was affected by irrigation at specific stages of growth. Yield loss was greatest if both stem and foliar symptoms were present (Mengistu and Grau, 1987).^p^pInfection by P. gregata caused significant yield losses in the Brazilian states of Rio Grande do Sul and Santa Catarina. Mean yield reductions were 9% for the varieties with foliar symptoms under 1% and 38% for those with foliar symptoms over 20% (Bonato and Costamilan, 1996).^p^pThe disease is particularly important in intensive soyabean crops on short rotations.^p^pSee also Grau et al. (1994) for effect of planting row width and planting date, Adee et al. (1994) for effect of tillage, rotation sequence and cultivar used, Epstein et al. (1983) for effect of continuous cropping of resistant varieties.",,,,7000,CPC2006,,CPC2006,2008-07-11 10:54:00.000,,,
8f395f94-1de3-41c3-bc7d-ed1785c816eb,5688f04f-9fb2-45a3-bec6-94b248f70fcd,Cadophora gregata,,,"Incidence ^p^pP. gregata was isolated from seeds in Puerto Rico (Ellis et al., 1979) and Egypt (Abo-el-Dahab, 1968).^p ^p^Effect On Seed Quality ^p^pNone reported. ^p^p^Pathogen Transmission ^p^pNo transmission of P. gregata occurred when 255 seeds, harvested from plants infected in the field, were planted in autoclaved greenhouse soil (Kobayashi and Ui, 1977).^p^pThe pathogen has been isolated from soyabean crop residues and from soil on a selective medium (Mengistu et al., 1986). It was also recovered from soyabean residues buried in soil overwinter (Gray, 1971). Spore germination was induced in moist chambers on infected stem residues collected shortly after harvest and stored dry for 3 months at 24°C. Sporulation was not induced on pod tissues (Kobayashi and Ui, 1977).^p^p^Seed Health Tests ^p^pBlotter Test (Ellis et al., 1979)^p^p1. Surface sterilize seeds in 0.25% NaClO for 2 min., followed by 70% EtOH for 2 min., wash in sterile water.^p2. Incubate on PDA for 7 days at 25°C.",,,7000,CPC2006,,CPC2006,2008-07-10 18:38:00.000,,,
8f395f94-1de3-41c3-bc7d-ed1785c816eb,b0bc9c50-5361-4591-b1c6-50e8b797deae,Cadophora gregata,,,"Plant parts liable to carry the pest in trade/transport - Fruits (inc. Pods): Spores, Hyphae; borne internally; invisible.^p - Flowers/Inflorescences/Cones/Calyx: Spores, Hyphae; borne internally; invisible.^p - Leaves: Spores, Hyphae; borne internally; borne externally; visible to naked eye.^p - Roots: Spores, Hyphae; borne internally; invisible.^p - Stems (above Ground)/Shoots/Trunks/Branches: Spores, Hyphae; borne internally; borne externally; visible to naked eye.^p - True Seeds (inc. Grain): Spores, Hyphae; borne internally; invisible.Plant parts not known to carry the pest in trade/transport - Bark^p - Bulbs/Tubers/Corms/Rhizomes^p - Wood.	",,,7000,CPC2006,,CPC2006,2008-07-10 18:38:00.000,,,
